channel_id,name_holodex,english_name,group,branch,channel_type,inactive,comments_crawled_at,twitter,display_name,kana,kana_alias,units,topic_search,color
UCryOPk2GZ1meIDt53tL30Tw,鈴木勝 / Suzuki Masaru【にじさんじ】,Suzuki Masaru,Ex-SEEDs,本家,liver,FALSE,2026-09-24T17:20:46.025Z,darkness_eater,鈴木勝,すずきまさる,まさる,,,#7B788A
UClrQ7xhRBxS_v_-WuudGKmA,鏑木ろこ / Kaburaki Roco【にじさんじ】,Kaburaki Roco,Idios,本家,liver,FALSE,2026-09-24T23:31:52.012Z,65_kaburaki,鏑木ろこ,かぶらきろこ,ろこ,,,#198CAA
UCXW4MqCQn-jCaxlX-nn-BYg,長尾 景 / Nagao Kei【にじさんじ】,Nagao Kei,VΔLZ,本家,liver,FALSE,2026-09-25T04:32:40.089Z,kei_nagao2434,長尾景,ながおけい,けい,,,#625DA1
UCkdupjgKF8_fjUj4nSCr1jA,阿梓Azusa,Azusa,VirtuaReal (CN),CN,,FALSE,2026-09-24T19:00:46.014Z,,,,,,,
UCEJIq8svnyRsurZBhslqAkA,阿萨Aza,Aza,VirtuaReal (CN),CN,,FALSE,2026-09-25T01:03:46.013Z,Aza_VirtuaReal,,,,,,
UCRWOdwLRsenx2jLaiCAIU4A,雨森小夜,Amemori Sayo,Ex-SEEDs,本家,liver,FALSE,2026-09-24T17:35:40.016Z,Sayo_Amemori,雨森小夜,あめもりさよ,さよ,,,#756F7D
UCHX7YpFG8rVwhsHCx34xt7w,雪城眞尋/Yukishiro Mahiro【にじさんじ所属】,Yukishiro Mahiro,MahiLulu,本家,liver,FALSE,2026-09-24T21:57:52.013Z,MahiroYukishiro,雪城眞尋,ゆきしろまひろ,まひろ,,,#B4E9FF
UCw-kTlPnZYSHhlGMFJ17Znw,雲母たまこ / Kirara Tamako【にじさんじ】,Kirara Tamako,Speciale,本家,liver,FALSE,2026-09-25T00:07:58.012Z,kirara_tamako,雲母たまこ,きららたまこ,たまこ,,,#FFD264
UCC7rRD6P7RQcx0hKv9RQP4w,風楽奏斗 / Fura Kanato ,Fura Kanato,VOLTACTION,本家,liver,FALSE,2026-09-25T00:11:42.698Z,KNTFR2434,風楽奏斗,ふうらかなと,かなと,,,#F0F0F5
UCiSRx1a2k-0tOg-fs6gAolQ,飛鳥ひな【にじさんじ所属】,Asuka Hina,Ex-SEEDs,本家,liver,FALSE,2026-09-24T22:40:58.014Z,hina__asuka,飛鳥ひな,あすかひな,ひな,,,#FAD8DC
UC8SJPcLpIM3x8RdBJFfiluw,魁星 / Kaisei【にじさんじ】,Kaisei,3SKM,本家,liver,FALSE,2026-09-24T18:40:46.032Z,Kaisei_2434,魁星,かいせい,,,,#0C6F72
UCerkculBD7YLc_vOGrF7tKg,魔使マオ -matsukai mao-,Matsukai Mao,Aka no Soshiki,本家,liver,FALSE,2026-09-25T01:10:40.017Z,matsukai_mao,魔使マオ,まつかいまお,まお,,,#C93965
UC9EjSJ8pvxtvPdxLOElv73w,魔界ノりりむ,Makaino Ririmu,Ex-Gamers,本家,liver,FALSE,2026-09-25T00:03:58.024Z,makaino_ririmu,魔界ノりりむ,まかいのりりむ,りりむ,,,#EF6F94
UCV5ZZlLjk5MKGg3L0n0vbzw,鷹宮リオン / Rion Takamiya,Takamiya Rion,Ex-SEEDs,本家,liver,FALSE,2026-09-24T18:06:46.018Z,TakamiyaRion,鷹宮リオン,たかみやりおん,りおん,,,#CC3D7B
UCmeyo5pRj_6PXG-CsGUuWWg,黒井しば【にじさんじの犬】,Kuroi Shiba,Ex-SEEDs,本家,liver,FALSE,2026-09-24T17:59:52.013Z,BlackShiba_chan,黒井しば,くろいしば,しば,,,#585C82
UCpRXCTyNNa-MnjhK6gisnRw,가온 ガオン GAON 【にじさんじ】,Gaon,Ex-KR First Wave,旧KR,liver,FALSE,2026-09-24T22:13:46.015Z,Gaon2434,ガオン,がおん,Gaon,,,#F9E072
UC_aB_-PHLFHiP61djM0oOiQ,Aadya【NIJISANJI IN】,Aadya,Nijisanji IN,IN,,TRUE,,Aadya_VTuber,,,,,,
UCrR7JxkbeLY82e8gsj_I0pQ,Amicia Michella【 NIJISANJI / にじさんじ 】,Amicia Michella,Ex-ID CloverMcOver,旧ID,,TRUE,,AmiciaMichella,,,,,,
UCpzxZW5kghGnO5TmAFJQAVw,Aster Arcadia 【NIJISANJI EN】,Aster Arcadia,EN ILUNA,EN,,TRUE,,AsterArcadia,,,,,,
UCk5r533QVMgJUdWwqegH2TA,Azura Cecillia Ch.,Azura Cecillia,Ex-ID LAN_NEE3S,旧ID,,TRUE,,Azura_Cecillia,,,,,,
UCLjx3lqIkYkPCBJop8czJ2A,Ban Hada | NIJISANJI,Ban Hada,Ex-KR Mianhada Pinaya,旧KR,,TRUE,,BanHada2434,,,,,,
UCHjeZylSgXDSnor8wUnwU_g,Bonnivier Pranaja 【NIJISANJI /  にじさんじ】,Bonnivier Pranaja,Ex-ID 3FicLite,旧ID,,TRUE,,Bonnivier_2434,,,,,,
UCGhqxhovNfaPBpxfCruy9EA,Fulgur Ovid 【NIJISANJI EN】,Fulgur Ovid,EN Noctyx,EN,,TRUE,,Fulgur_Ovid,,,,,,
UCz_ZRw6ak4Foy8zZy0kEprQ,Hex Haywire【NIJISANJI EN】,Hex Haywire,EN XSOLEIL,EN,,TRUE,,HexHaywire,,,,,,
UCIBj1-d71vKjRftiauF50pg,Hyona Elatiora【NIJISANJI / にじさんじ】,Hyona Elatiora,Ex-ID 6WS,旧ID,,TRUE,,HyonaElatiora,,,,,,
UC4yNIKGvy-YUrwYupVdLDXA,Ike Eveland【NIJISANJI EN】,Ike Eveland,EN Luxiem,EN,,TRUE,,ike_eveland,,,,,,
UCZgRRTDMYwHpQ7sCl0aCp2Q,Kaen vtuber 【NIJISANJI KR】,Kaen,Ex-KR First Wave,旧KR,,TRUE,,KaenVtuber,,,,,,
UCggO2c1unS-oLwTLT0ICywg,Kotoka Torahime【NIJISANJI EN】,Kotoka Torahime,EN XSOLEIL,EN,,TRUE,,KotokaTorahime,,,,,,
UCP2o-o6u4uX3uq1hXspl0rg,Kudou_chitose / 久遠千歳,Kudou Chitose,Kohaku Aho Gassen,本家,liver,TRUE,,kudou_chitose,久遠千歳,くどうちとせ,ちとせ,,,
UCwqtK-m6954_aHEvOYtZpyQ,Kunai Nakasato 【NIJISANJI EN】,Kunai Nakasato,EN TTT,EN,,TRUE,,KunaiNakasato,,,,,,
UCsb-1aJgiJXJH2feV-zlZRw,Kyo Kaneko 【NIJISANJI EN】,Kyo Kaneko,EN ILUNA,EN,,TRUE,,KyoKanek0,,,,,,
UCLSzgV37Dt24T8p3-TNiSLg,LOROU 【NIJISANJI KR】,Lorou,Ex-KR First Wave,旧KR,,TRUE,,LOROU_vtuber,,,,,,
UCahgMxSIQ2zIRrPKhM6Mjvg,Mika Melatika【NIJISANJI・にじさんじ】,Mika Melatika,Ex-ID 6WS,旧ID,,TRUE,,MikaMelatika,,,,,,
UCOmjciHZ8Au3iKMElKXCF_g,Miyu Ottavia 【NIJISANJI / にじさんじ】,Miyu Ottavia,Ex-ID CloverMcOver,旧ID,,TRUE,,MiyuOttavia,,,,,,
UCIM92Ok_spNKLVB5TsgwseQ,Mysta Rias 【NIJISANJI EN】,Mysta Rias,EN Luxiem,EN,,TRUE,,Mysta_Rias,,,,,,
UCbLgcjfsUaCUgJh9SVit8kw,NIJISANJI ID Official,NIJISANJI ID Official,Official,本家,official,TRUE,,NIJISANJI_ID,,,,,,
UCoWH3sDpeXG1aXmOxveX4KA,Nara Haramaung【 NIJISANJI / にじさんじ 】,Nara Haramaung,Ex-ID LAN_NEE3S,旧ID,,TRUE,,Nara_Haramaung,,,,,,
UCkieJGn3pgJikVW8gmMXE2w,Nina Kosaka【NIJISANJI EN】,Nina Kosaka,EN Ethyria,EN,,TRUE,,NinaKosaka,,,,,,
UC6oW4FXETgEGOFTxWmI2h5Q,Noor【NIJISANJI IN】,Noor,Nijisanji IN,IN,,TRUE,,Noor_VTuber,,,,,,
UCxWcO9CLti4uouUIS5IIF-Q,Nornis, Nornis,JP Units,本家,unit,TRUE,,_Nornis,,,,,,
UCP4nMSTdwU1KqYWu3UH5DHQ,Pomu Rainpuff 【NIJISANJI EN】,Pomu Rainpuff,EN LazuLight,EN,,TRUE,,PomuRainpuff,,,,,,
UCBURM8S4LH7cRZ0Clea9RDA,Reimu Endou【NIJISANJI EN】,Reimu Endou,EN Ethyria,EN,,TRUE,,ReimuEndou,,,,,,
UC5yckZliCkuaEFbqzLBD7hQ,Reza Avanluna 【NIJISANJI / にじさんじ】,Reza Avanluna,Ex-ID 53Renade,旧ID,,TRUE,,RezaAvanluna,,,,,,
UCkL9OLKjIQbKk2CztbpOCFg,Riksa Dhirendra【NIJISANJI】,Riksa Dhirendra,Ex-ID CloverMcOver,旧ID,,TRUE,,RiksaDhirendra,,,,,,
UCfK1Mb_0XAGVfj4oMrvLZFw,Rosemi Lovelock Twitch VODs【NIJISANJI EN】,Rosemi Lovelock Twitch VODs,EN OBSYDIA,EN,,TRUE,,Rosemi_Lovelock,,,,,,
UC4WvIIAo89_AzGUh1AZ6Dkg,Rosemi Lovelock【NIJISANJI EN】,Rosemi Lovelock,EN OBSYDIA,EN,,TRUE,,Rosemi_Lovelock,,,,,,
UCKQi12nOGZsJ5nOuCTHErmA,Selen Tatsuki Twitch VODs【NIJISANJI EN】,Selen Tatsuki Twitch VODs,EN OBSYDIA,EN,,TRUE,,Selen_Tatsuki,,,,,,
UCV1xUwfM2v2oBtT3JNvic3w,Selen Tatsuki 【NIJISANJI EN】,Selen Tatsuki,EN OBSYDIA,EN,,TRUE,,Selen_Tatsuki,,,,,,
UC5qSx7KzdRwbsO1QmJc4d-w,Siska Leontyne 【NIJISANJI / にじさんじ】,Siska Leontyne,Ex-ID 3FicLite,旧ID,,TRUE,,SiskaLeontyne,,,,,,
UCRzHROJUp7Wg900p_fXtJtQ,Suzuka Ch.鈴風スズカ,Suzuka,VirtuaReal (CN),CN,,TRUE,,suzuka2ze,,,,,,
UCZ5dNZsqBjBzbBl0l_IdmXg,Taka Radjiman【NIJISANJI / にじさんじ】,Taka Radjiman,Ex-ID 3SetBBQ,旧ID,,TRUE,,Taka_Radjiman,,,,,,
UCUI1qpjJSEbgzdlwmpdVmMw,Twisty Amanozako 【NIJISANJI EN】,Twisty Amanozako,EN Denauth,EN,,TRUE,,TwistyAmanozako,,,,,,
UChTA8kHyInr2rKZ2aBv5ULw,Victoria Brightshield 【NIJISANJI EN】,Victoria Brightshield,EN TTT,EN,,TRUE,,VBrightshield,,,,,,
UC0lik9pHju6ONgkBh7N5wHw,Vihaan【NIJISANJI IN】,Vihaan,Nijisanji IN,IN,,TRUE,,Vihaan_VTuber,,,,,,
UCoJ0Ct-jdas4cLPpSp06gZg,Xia Ekavira【NIJISANJI / にじさんじ】,Xia Ekavira,Ex-ID 6WS,旧ID,,TRUE,,Xia_Ekavira,,,,,,
UCSc_KzY_9WYAx9LghggjVRA,Yugo Asuma 【NIJISANJI EN】,Yugo Asuma,EN Noctyx,EN,,TRUE,,Yugo_Asuma,,,,,,
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Ex-ID 3SetBBQ,旧ID,,TRUE,,ZEA_Cornelia,,,,,,
UCIairB9UMDvqSKfMdv1jmjg,Zaion LanZa【NIJISANJI EN】,Zaion LanZa,EN XSOLEIL,EN,,TRUE,,ZaionLanZa,,,,,,
UCLpYMk5h1bq8_GAFVBgXhPQ,《IzumoKasumi》Project channel【にじさんじ】,Izumo Kasumi,Ex-SEEDs,本家,liver,TRUE,,ikasumi_zzz,出雲霞,いずもかすみ,かすみ,,,
UCeShTCVgZyq2lsBW9QwIJcw,【3年0組】郡道美玲の教室,Gundo Mirei,Usa-chan Club,本家,liver,TRUE,,g9v9g_mirei,郡道美玲,ぐんどうみれい,みれい,,,
UCfki3lMEF6SGBFiFfo9kvUA,ましろ / Mashiro,Mashiro (Old),Mananatsu,本家,unit,TRUE,,mashiro2434,,,,,,
UCt9qik4Z-_J-rj3bKKQCeHg,アキくんちゃんネル,Suzuya Aki (Old),First Generation,本家,unit,TRUE,,aki_suzuya,,,,,,
UC8oPnditPSp5lZu45fnXWCA,アクシア・クローネ / Axia Krone 【にじさんじ】,Axia Krone,Eden-gumi,本家,liver,TRUE,,@AXIA_96NE,アクシア・クローネ,あくしあくろーね,くろーね,,,
UC1QgXt46-GEvtNjEC1paHnw,グウェル・オス・ガール / Gwelu Os Gar 【にじさんじ】,Gwelu Os Gar,Night Kingdom,本家,liver,TRUE,,Gwelu_os_gar,グウェル・オス・ガール,ぐうぇるおすがーる,おすがーる,,,
UCwcyyxn6h9ex4sMXGtpQE_g,メリッサ・キンレンカ,Melissa Kinrenka,Meifu,本家,liver,TRUE,,melissa_2434,メリッサ・キンレンカ,めりっさきんれんか,きんれんか,,,
UCMFJE5VaC3x3HgDSuGshpVg,リーバース・ライアーズ公式,Lie:verse Liars Official,Lie:verse Liars,本家,unit,TRUE,,Lieverse_Liars,,,,,,
UCFaDvgez8USXHiKidt0NtZg,八朔ゆず【にじさんじ】,Hassaku Yuzu,Ex-SEEDs,本家,liver,TRUE,,839yuzu,八朔ゆず,はっさくゆず,ゆず,,,
UCLO9QDxVL4bnvRRsz6K4bsQ,勇気ちひろ,Yuuki Chihiro,First Generation,本家,liver,TRUE,,Chihiro_yuki23,勇気ちひろ,ゆうきちひろ,ちひろ,,,
UCks41vQN-hN-1KHmpZyPY3A,名伽尾アズマ☀️,Nakao Azuma,Ex-SEEDs,本家,liver,TRUE,,azuma_dazo,名伽尾アズマ,なかおあずま,あずま,,,
UC-o-E6I3IC2q8sAoAuM6Umg,奈羅花 - Naraka -,Naraka,Mananatsu,本家,liver,TRUE,,Naraka_2434,奈羅花,ならか,,,,
UC6TfqY40Xt1Y0J-N18c85qQ,安土桃,Azuchi Momo,Ex-SEEDs,本家,liver,TRUE,,momo_azuchi_,安土桃,あづちもも,もも,,,
UCg63a3lk6PNeWhVvMRM_mrQ,小野町 春香 / Onomachi Haruka 【にじさんじ】,Onomachi Haruka,2019 January 28th Debut,本家,liver,TRUE,,onomachi_haruka,小野町春香,おのまちはるか,はるか,,,
UCSUZugdxy9Wcrkp781cFt1w,小野町春香 ASMR にじさんじ,Onomachi Haruka ASMR,2019 January 28th Debut,本家,sub,TRUE,,onomachi_haruka,小野町春香,おのまちはるか,はるか,,,
UCT_B6lFzomFxJpH_HXdEKHg,尤格Yog,Yog,VirtuaReal (CN),CN,,TRUE,,yoghulk,,,,,,
UCwQ9Uv-m8xkE5PzRc7Bqx3Q,御伽原 江良 / Otogibara Era【にじさんじ】,Otogibara Era,2019 March 08th Debut,本家,liver,TRUE,,OtogibaraEra,御伽原江良,おとぎばらえら,えら,,,
UCoM_XmK45j504hfUWvN06Qg,成瀬 鳴 / Naruse Naru【にじさんじ】,Naruse Naru,Ex-SEEDs,本家,liver,TRUE,,narusenaru_2434,成瀬鳴,なるせなる,なる,,,
UC_fB1Kr9TNbLcbpDeD4H0MQ,成瀬鳴のサッカーch,Naruse Naru's Soccer Channel,Ex-SEEDs,本家,sub,TRUE,,narusenaru_2434,成瀬鳴,なるせなる,なる,,,
UCh00mQw8BCrTbchYWGz4JTQ,星弥Hoshimi-VirtuaReal,Hoshimi,VirtuaReal (CN),CN,,TRUE,,Hoshimi515,,,,,,
UCqQV8xEBWd5SVZBLlYrS_5Q,月見しずく,Tsukimi Shizuku,Ex-SEEDs,本家,liver,TRUE,,tukimi_sizuku,月見しずく,つきみしずく,しずく,,,
UCe_p3YEuYJb8Np0Ip9dk-FQ,朝日南アカネ / Asahina Akane 【にじさんじ】,Asahina Akane,Selene Drama Club,本家,liver,TRUE,,akane_asahina__,朝日南アカネ,あさひなあかね,あかね,,,
UCqEp6RdtsMbUNrCdCswr6pA,海夜叉神/黄泉波咲夜【にじさんじ】,Umiyashano Kami,Ex-SEEDs,本家,liver,TRUE,,god_yaksa23,海夜叉神,うみやしゃのかみ,,,,
UCHK5wkevfaGrPr7j3g56Jmw,瀬戸 美夜子 - Miyako Seto,Seto Miyako,2019 January 28th Debut,本家,liver,TRUE,,seto_miyako,瀬戸美夜子,せとみやこ,みやこ,,,
UCnRQYHTnRLSF0cLJwMnedCg,相羽ういは〖Aiba Uiha〗にじさんじ所属,Aiba Uiha,Blues,本家,liver,TRUE,,AibaUiha,相羽ういは,あいばういは,ういは,,,
UCveZ9Ic1VtcXbsyaBgxPMvg,童田明治-わらべだめいじー-,Warabeda Meiji,Kohaku Aho Gassen,本家,liver,TRUE,,warabeda_meiji,童田明治,わらべだめいじー,めいじー,,,
UCsCUycvM-oKbCItNnf-BngA,舒三妈Susam,Susam,VirtuaReal (CN),CN,,TRUE,,hiecNooapTtLQSr,,,,,,
UCINqoksO3CQPCt8a-mRe-Ew,茶冷Karon-VirtuaReal,Karon,VirtuaReal (CN),CN,,TRUE,,Karon_vtuber,,,,,,
UCuz0vzQgC8LRdS6lVV0UkUg,遠北千南 / Achikita Chinami 【にじさんじ】,Achikita Chinami,Ex-SEEDs,本家,liver,TRUE,,ac1kt,遠北千南,あちきたちなみ,ちなみ,,,
UC69URn8iP4u8D_zUp-IJ1sg,金魚坂めいろ,Kingyozaka Meiro,Kiramero,本家,liver,TRUE,,meiro_oO,金魚坂めいろ,きんぎょざかめいろ,めいろ,,,
UCaF-mODqAziHivqg0Q61XKQ,鈴木勝の旧Channel【にじさんじ】,Suzuki Masaru (Old),Ex-SEEDs,本家,sub,TRUE,,Darkness_Eater,鈴木勝,すずきまさる,まさる,,,#7B788A
UCpnvhOIJ6BN-vPkYU9ls-Eg,鈴谷アキの陽だまりの庭,Suzuya Aki,First Generation,本家,liver,TRUE,,aki_suzuya,鈴谷アキ,すずやあき,あき,,,
UCwokZsOK_uEre70XayaFnzA,鈴鹿詩子 Utako Suzuka,Suzuka Utako,Second Generation,本家,liver,TRUE,,suzukautako,鈴鹿詩子,すずかうたこ,うたこ,,,
UCNUgrFCo2Hr_VXc9bEwjcHQ,闇夜乃モルル / Moruru Yamiyono,Yamiyono Moruru,Ex-Gamers,本家,liver,TRUE,,_rnrrdark,闇夜乃モルル,やみよのもるる,もるる,,,
UCfM_A7lE6LkGrzx6_mOtI4g,雪汝*setsuna channel,Setsuna,Ex-Gamers,本家,liver,TRUE,,setsuna2434,雪汝,せつな,,,,
UCZbIoAo6WRN4c5GwzpI9M3w,鬼間Kima【Virtuareal】,Kima,VirtuaReal (CN),CN,,TRUE,,Kima_Luckyguy,,,,,,
UCF1JdALrXgub24weQpqDy9Q,鳴門こがね,Naruto Kogane,Ex-SEEDs,本家,liver,TRUE,,nArUtO_kOgAnE,鳴門こがね,なるとこがね,こがね,,,
UCb5JxV6vKlYVknoJB8TnyYg,黛 灰 / Kai Mayuzumi【にじさんじ】,Mayuzumi Kai,Blues,本家,liver,TRUE,,mayuzumi_X,黛灰,まゆずみかい,かい,,,
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Ex-KR Sixth Wave,旧KR,,TRUE,,KoYami2434,,,,,,
UC1ZV7KBscK0EMoJKFu1DnDg,눈보라 / Bora Nun 【NIJISANJI KR】,Nun Bora,Ex-KR Neiro wa Murasaki,旧KR,,TRUE,,BoraNun2434,,,,,,
UCStzBFfjwFYb0qSYHnzFZvw,니지산지 / NIJISANJI KR Official,NIJISANJI KR Official,Official,本家,official,TRUE,,NIJISANJI_KR,,,,,,
UC6WU2SrnG019ucm_bdY6qxQ,백연 【NIJISANJI KR】,Hakuren,Ex-KR First Wave,旧KR,,TRUE,,VtuberHakuRen,,,,,,
UCrhf6HYKnV6bxyaB6ooJzbw,솔이솔이,Moarin,Ex-KR First Wave,旧KR,,TRUE,,MoarinVtuber,,,,,,
UCyqzU2nq7eGNi4kN0uHx7TA,송미아 / Song Mia 【NIJISANJI】,Song Mia,Ex-KR Mianhada Pinaya,旧KR,,TRUE,,SongMia2434,,,,,,
UCi6nV5Z2dzFuXBzLG3P9zqQ,신기루 / Kiru Shin 【NIJISANJI KR】,Shin Kiru,Ex-KR Fourth Wave,旧KR,,TRUE,,KiruShin2434,,,,,,
UCjGE11ZnF0JSR8egVAwh-3A,신유야 / Yuya Shin 【NIJISANJI KR】,Shin Yuya,Ex-KR First Wave,旧KR,,TRUE,,YuyaShin2434,,,,,,
UCzMAP-oh5-pC8j6RlCPf26w,위피 / Wiffy 【NIJISANJI KR】,Wiffy,Ex-KR First Wave,旧KR,,TRUE,,Wiffy2434,,,,,,
UCIJ9zP6gIkT8BB4Lz4UYPhA,유루리 / Ruri Yu 【NIJISANJI KR】,Ruri Yu,Ex-KR First Wave,旧KR,,TRUE,,RuriYu2434,,,,,,
UCSlv7Z-4q7_7NRkzJB10A5Q,이시우 / Siu Lee 【NIJISANJI KR】,Lee Siu,Ex-KR Arashi Unagi,旧KR,,TRUE,,SiuLee2434,,,,,,
UCCJcCWrbQzz6eDhX4M1CUwg,이온 / Lee On 【NIJISANJI KR】,Lee On,Ex-KR Sixth Wave,旧KR,,TRUE,,LeeOn2434,,,,,,
UCmWqYB6y8gSfPONWGspuOWQ,채아라 / Ara Chae 【NIJISANJI KR】,Chae Ara,Ex-KR Arashi Unagi,旧KR,,TRUE,,AraChae2434,,,,,,
UCJ6LH4jMNy0JN9RSThz1mMQ,한치호 / Chiho Han【NIJISANJI KR】,Han Chiho,Ex-KR First Wave,旧KR,,TRUE,,ChihoHan2434,,,,,,
